model,Epoch,Framework,Framework_mean,Framework_std,Value,std
LeNet-5,9,PyTorch,PyTorch (mean),PyTorch (std),0.9945999999999999,0.0020770170918892224
LeNet-5,10,PyTorch,PyTorch (mean),PyTorch (std),0.99537,0.0019834565788037725
LeNet-5,11,PyTorch,PyTorch (mean),PyTorch (std),0.9958099999999999,0.001885974549138997
LeNet-5,12,PyTorch,PyTorch (mean),PyTorch (std),0.9962300000000001,0.0017692088627406205
LeNet-5,13,PyTorch,PyTorch (mean),PyTorch (std),0.9965299999999999,0.0017332339715110713
LeNet-5,14,PyTorch,PyTorch (mean),PyTorch (std),0.9968299999999999,0.0016595481312694639
LeNet-5,15,PyTorch,PyTorch (mean),PyTorch (std),0.99719,0.0015227934856703353
LeNet-5,16,PyTorch,PyTorch (mean),PyTorch (std),0.99733,0.001464274564417489
LeNet-5,17,PyTorch,PyTorch (mean),PyTorch (std),0.99738,0.0014168980203246953
LeNet-5,18,PyTorch,PyTorch (mean),PyTorch (std),0.99739,0.0014383671297690426
LeNet-5,19,PyTorch,PyTorch (mean),PyTorch (std),0.99739,0.0014166509803053256
LeNet-5,20,PyTorch,PyTorch (mean),PyTorch (std),0.9974500000000001,0.0014122676800096988
LeNet-5,21,PyTorch,PyTorch (mean),PyTorch (std),0.99746,0.0014015705476357514
LeNet-5,22,PyTorch,PyTorch (mean),PyTorch (std),0.9975200000000001,0.00136367151469846
LeNet-5,23,PyTorch,PyTorch (mean),PyTorch (std),0.9975100000000001,0.0013597426227047503
LeNet-5,24,PyTorch,PyTorch (mean),PyTorch (std),0.9975100000000001,0.0013597426227047503
LeNet-5,25,PyTorch,PyTorch (mean),PyTorch (std),0.9975000000000002,0.0013805795884337805
LeNet-5,26,PyTorch,PyTorch (mean),PyTorch (std),0.9975000000000002,0.0013805795884337805
LeNet-5,27,PyTorch,PyTorch (mean),PyTorch (std),0.9975200000000001,0.0013702554506368476
LeNet-5,28,PyTorch,PyTorch (mean),PyTorch (std),0.9975200000000001,0.0013702554506368476
LeNet-5,29,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,30,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,31,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,32,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,33,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,34,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,35,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,36,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,37,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,38,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,39,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,40,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,41,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,42,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,43,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,44,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,45,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,46,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,47,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,48,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,49,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
LeNet-5,50,PyTorch,PyTorch (mean),PyTorch (std),0.9975400000000001,0.0013602940858505536
ResNet-18,1,PyTorch,PyTorch (mean),PyTorch (std),0.5379,0.002141961717678443
ResNet-18,2,PyTorch,PyTorch (mean),PyTorch (std),0.68574,0.0014437451298619272
ResNet-18,3,PyTorch,PyTorch (mean),PyTorch (std),0.72974,0.001925720644330338
ResNet-18,4,PyTorch,PyTorch (mean),PyTorch (std),0.75686,0.0007644605941446657
ResNet-18,5,PyTorch,PyTorch (mean),PyTorch (std),0.77575,0.0013109157104863709
ResNet-18,6,PyTorch,PyTorch (mean),PyTorch (std),0.78994,0.00145753216088016
ResNet-18,7,PyTorch,PyTorch (mean),PyTorch (std),0.8017299999999998,0.0011645170672858337
ResNet-18,8,PyTorch,PyTorch (mean),PyTorch (std),0.81695,0.0013588598161694298
ResNet-18,9,PyTorch,PyTorch (mean),PyTorch (std),0.82027,0.0011798728745080953
ResNet-18,10,PyTorch,PyTorch (mean),PyTorch (std),0.8217000000000001,0.001854723699099146
ResNet-18,11,PyTorch,PyTorch (mean),PyTorch (std),0.82424,0.0010219589032832953
ResNet-18,12,PyTorch,PyTorch (mean),PyTorch (std),0.8250399999999999,0.0007605261336732573
ResNet-18,13,PyTorch,PyTorch (mean),PyTorch (std),0.8261199999999999,0.00169634902069118
ResNet-18,14,PyTorch,PyTorch (mean),PyTorch (std),0.82775,0.001038508545944614
ResNet-18,15,PyTorch,PyTorch (mean),PyTorch (std),0.82912,0.0015580757362850057
ResNet-18,16,PyTorch,PyTorch (mean),PyTorch (std),0.8299899999999999,0.0012910848151844979
ResNet-18,17,PyTorch,PyTorch (mean),PyTorch (std),0.8302400000000001,0.0009112628599915482
ResNet-18,18,PyTorch,PyTorch (mean),PyTorch (std),0.8296000000000001,0.0015277434339574223
ResNet-18,19,PyTorch,PyTorch (mean),PyTorch (std),0.83023,0.0006885491994040912
ResNet-18,20,PyTorch,PyTorch (mean),PyTorch (std),0.8302400000000001,0.0013499629624549193
ResNet-18,21,PyTorch,PyTorch (mean),PyTorch (std),0.83004,0.0009941830817309456
ResNet-18,22,PyTorch,PyTorch (mean),PyTorch (std),0.8308199999999999,0.0012073110618229157
ResNet-18,23,PyTorch,PyTorch (mean),PyTorch (std),0.8308899999999999,0.0007272551134230634
ResNet-18,24,PyTorch,PyTorch (mean),PyTorch (std),0.83086,0.0019027348738066476
ResNet-18,25,PyTorch,PyTorch (mean),PyTorch (std),0.83063,0.0009295697929687559
ResNet-18,26,PyTorch,PyTorch (mean),PyTorch (std),0.83079,0.0011264546151532064
ResNet-18,27,PyTorch,PyTorch (mean),PyTorch (std),0.83108,0.0015124814048443746
ResNet-18,28,PyTorch,PyTorch (mean),PyTorch (std),0.8305900000000002,0.0013232157798333667
ResNet-18,29,PyTorch,PyTorch (mean),PyTorch (std),0.83087,0.0008672369918309519
ResNet-18,30,PyTorch,PyTorch (mean),PyTorch (std),0.8306800000000001,0.000987724657989278
ResNet-18,31,PyTorch,PyTorch (mean),PyTorch (std),0.8306699999999999,0.0013675159962501379
ResNet-18,32,PyTorch,PyTorch (mean),PyTorch (std),0.83115,0.0009135097153287409
ResNet-18,33,PyTorch,PyTorch (mean),PyTorch (std),0.8308300000000001,0.0011243220179290158
ResNet-18,34,PyTorch,PyTorch (mean),PyTorch (std),0.83101,0.0011768177428981754
ResNet-18,35,PyTorch,PyTorch (mean),PyTorch (std),0.8309200000000001,0.0011043550153822872
ResNet-18,36,PyTorch,PyTorch (mean),PyTorch (std),0.83101,0.0008836854644046013
ResNet-18,37,PyTorch,PyTorch (mean),PyTorch (std),0.83126,0.0012877888025604252
ResNet-18,38,PyTorch,PyTorch (mean),PyTorch (std),0.83025,0.0007839005038906645
ResNet-18,39,PyTorch,PyTorch (mean),PyTorch (std),0.8310000000000001,0.0010611314715905883
ResNet-18,40,PyTorch,PyTorch (mean),PyTorch (std),0.8301399999999999,0.0012626955294131592
ResNet-18,41,PyTorch,PyTorch (mean),PyTorch (std),0.83056,0.0009488940931421101
ResNet-18,42,PyTorch,PyTorch (mean),PyTorch (std),0.8303499999999999,0.0015409412707822674
ResNet-18,43,PyTorch,PyTorch (mean),PyTorch (std),0.8308499999999999,0.0012619429464124008
ResNet-18,44,PyTorch,PyTorch (mean),PyTorch (std),0.83051,0.0011768177428981871
ResNet-18,45,PyTorch,PyTorch (mean),PyTorch (std),0.83041,0.0005872818744010352
ResNet-18,46,PyTorch,PyTorch (mean),PyTorch (std),0.83118,0.0008795453370918147
ResNet-18,47,PyTorch,PyTorch (mean),PyTorch (std),0.8307400000000001,0.001395850994913139
ResNet-18,48,PyTorch,PyTorch (mean),PyTorch (std),0.8299699999999998,0.0012133012816279497
ResNet-18,49,PyTorch,PyTorch (mean),PyTorch (std),0.8310000000000001,0.0015817711591756929
ResNet-18,50,PyTorch,PyTorch (mean),PyTorch (std),0.83116,0.0011359577456930385
VGG,1,PyTorch,PyTorch (mean),PyTorch (std),0.5620100000000001,0.0047582454749623875
VGG,2,PyTorch,PyTorch (mean),PyTorch (std),0.7444299999999999,0.0020248703662210012
VGG,3,PyTorch,PyTorch (mean),PyTorch (std),0.78989,0.001722469157924178
VGG,4,PyTorch,PyTorch (mean),PyTorch (std),0.81656,0.0008368990381163152
VGG,5,PyTorch,PyTorch (mean),PyTorch (std),0.83457,0.001704142012861615
VGG,6,PyTorch,PyTorch (mean),PyTorch (std),0.8485400000000001,0.0012330450113438652
VGG,7,PyTorch,PyTorch (mean),PyTorch (std),0.86053,0.001100954131651278
VGG,8,PyTorch,PyTorch (mean),PyTorch (std),0.8723599999999999,0.0011859173664298867
VGG,9,PyTorch,PyTorch (mean),PyTorch (std),0.87538,0.0008364209466530348
VGG,10,PyTorch,PyTorch (mean),PyTorch (std),0.8764200000000001,0.001666013205229758
VGG,11,PyTorch,PyTorch (mean),PyTorch (std),0.8779999999999999,0.0005549774770204632
VGG,12,PyTorch,PyTorch (mean),PyTorch (std),0.8792899999999999,0.0008067837380612004
VGG,13,PyTorch,PyTorch (mean),PyTorch (std),0.8803599999999999,0.0010836973747315357
VGG,14,PyTorch,PyTorch (mean),PyTorch (std),0.88261,0.0010123734488813852
VGG,15,PyTorch,PyTorch (mean),PyTorch (std),0.8834499999999998,0.0010042410069301276
VGG,16,PyTorch,PyTorch (mean),PyTorch (std),0.8834099999999999,0.0010921996154549783
VGG,17,PyTorch,PyTorch (mean),PyTorch (std),0.8833400000000001,0.0010938007131100149
VGG,18,PyTorch,PyTorch (mean),PyTorch (std),0.8838100000000001,0.0012501599897613274
VGG,19,PyTorch,PyTorch (mean),PyTorch (std),0.88365,0.001114674840480393
VGG,20,PyTorch,PyTorch (mean),PyTorch (std),0.8842700000000001,0.001452618325645121
VGG,21,PyTorch,PyTorch (mean),PyTorch (std),0.8842700000000001,0.0013565028566132605
VGG,22,PyTorch,PyTorch (mean),PyTorch (std),0.8841100000000001,0.0014243946082458882
VGG,23,PyTorch,PyTorch (mean),PyTorch (std),0.8842899999999998,0.0011103603018840274
VGG,24,PyTorch,PyTorch (mean),PyTorch (std),0.8843400000000001,0.0012076423311560547
VGG,25,PyTorch,PyTorch (mean),PyTorch (std),0.88394,0.0015206577524216323
VGG,26,PyTorch,PyTorch (mean),PyTorch (std),0.88385,0.0019205467971387885
VGG,27,PyTorch,PyTorch (mean),PyTorch (std),0.8843500000000001,0.0014214429288578634
VGG,28,PyTorch,PyTorch (mean),PyTorch (std),0.8841600000000002,0.00123142194230898
VGG,29,PyTorch,PyTorch (mean),PyTorch (std),0.8842000000000001,0.0013638181696985867
VGG,30,PyTorch,PyTorch (mean),PyTorch (std),0.88375,0.0008834591105422035
VGG,31,PyTorch,PyTorch (mean),PyTorch (std),0.88415,0.0016960247639701582
VGG,32,PyTorch,PyTorch (mean),PyTorch (std),0.88397,0.0012083459769453354
VGG,33,PyTorch,PyTorch (mean),PyTorch (std),0.88425,0.0011011357772772715
VGG,34,PyTorch,PyTorch (mean),PyTorch (std),0.88445,0.0014609928131240088
VGG,35,PyTorch,PyTorch (mean),PyTorch (std),0.88397,0.0011118003417880443
VGG,36,PyTorch,PyTorch (mean),PyTorch (std),0.88421,0.0013049521064008355
VGG,37,PyTorch,PyTorch (mean),PyTorch (std),0.8838699999999999,0.0011975391434103297
VGG,38,PyTorch,PyTorch (mean),PyTorch (std),0.8841699999999999,0.0012915494570476297
VGG,39,PyTorch,PyTorch (mean),PyTorch (std),0.8847400000000001,0.001491442255000155
VGG,40,PyTorch,PyTorch (mean),PyTorch (std),0.88479,0.001151911454930457
VGG,41,PyTorch,PyTorch (mean),PyTorch (std),0.8843799999999999,0.0011565465835840568
VGG,42,PyTorch,PyTorch (mean),PyTorch (std),0.88486,0.0004715930449020801
VGG,43,PyTorch,PyTorch (mean),PyTorch (std),0.88422,0.001095262525607453
VGG,44,PyTorch,PyTorch (mean),PyTorch (std),0.88399,0.0008949301648732244
VGG,45,PyTorch,PyTorch (mean),PyTorch (std),0.8843000000000002,0.0010401922899156714
VGG,46,PyTorch,PyTorch (mean),PyTorch (std),0.88393,0.0011730728877610214
VGG,47,PyTorch,PyTorch (mean),PyTorch (std),0.88447,0.0011967038062946148
VGG,48,PyTorch,PyTorch (mean),PyTorch (std),0.8840600000000001,0.0014263239463740325
VGG,49,PyTorch,PyTorch (mean),PyTorch (std),0.8846300000000001,0.0012736168968728542
VGG,50,PyTorch,PyTorch (mean),PyTorch (std),0.88422,0.001367333170810981
LSTM,1,PyTorch,PyTorch (mean),PyTorch (std),0.737096,0.008261206317078244
LSTM,2,PyTorch,PyTorch (mean),PyTorch (std),0.8305200000000001,0.006600581874148174
LSTM,3,PyTorch,PyTorch (mean),PyTorch (std),0.8528453334,0.002967223468227488
LSTM,4,PyTorch,PyTorch (mean),PyTorch (std),0.8672000000000001,0.002449301021742988
LSTM,5,PyTorch,PyTorch (mean),PyTorch (std),0.8782160000999999,0.0048216467449202416
LSTM,6,PyTorch,PyTorch (mean),PyTorch (std),0.890504,0.004284802424072011
LSTM,7,PyTorch,PyTorch (mean),PyTorch (std),0.9056879999999999,0.0066058458891432815
LSTM,8,PyTorch,PyTorch (mean),PyTorch (std),0.9251759999999999,0.007930672554021575
LSTM,9,PyTorch,PyTorch (mean),PyTorch (std),0.9455146665999999,0.0071696625857815615
LSTM,10,PyTorch,PyTorch (mean),PyTorch (std),0.9641733333,0.004961322484714477
LSTM,11,PyTorch,PyTorch (mean),PyTorch (std),0.9767653333,0.004101902933073342
LSTM,12,PyTorch,PyTorch (mean),PyTorch (std),0.9835520001000001,0.0024577582813613123
LSTM,13,PyTorch,PyTorch (mean),PyTorch (std),0.9889146667000001,0.0012805027545286928
LSTM,14,PyTorch,PyTorch (mean),PyTorch (std),0.9903973333,0.001560054862796005
LSTM,15,PyTorch,PyTorch (mean),PyTorch (std),0.9919813333,0.001511040314661857
LSTM,16,PyTorch,PyTorch (mean),PyTorch (std),0.9940773333999999,0.0014949252932356305
LSTM,17,PyTorch,PyTorch (mean),PyTorch (std),0.9943333334,0.0009819164553735995
LSTM,18,PyTorch,PyTorch (mean),PyTorch (std),0.9940559998999999,0.0013039127675662642
LSTM,19,PyTorch,PyTorch (mean),PyTorch (std),0.9960106665999999,0.0013555588091181347
LSTM,20,PyTorch,PyTorch (mean),PyTorch (std),0.9951759998999998,0.0020101591160016506
LSTM,21,PyTorch,PyTorch (mean),PyTorch (std),0.9949653332999999,0.0013014206153789684
LSTM,22,PyTorch,PyTorch (mean),PyTorch (std),0.9960559999999999,0.001402395267786946
LSTM,23,PyTorch,PyTorch (mean),PyTorch (std),0.9955253334,0.0012253210420856348
LSTM,24,PyTorch,PyTorch (mean),PyTorch (std),0.9958346665999999,0.0012610712501502988
LSTM,25,PyTorch,PyTorch (mean),PyTorch (std),0.9958986666999999,0.0016152959180148912
LSTM,26,PyTorch,PyTorch (mean),PyTorch (std),0.9959413332999999,0.0013569010364634653
LSTM,27,PyTorch,PyTorch (mean),PyTorch (std),0.9966079999999999,0.0012560990944631774
LSTM,28,PyTorch,PyTorch (mean),PyTorch (std),0.9968213334,0.0012185120087130114
LSTM,29,PyTorch,PyTorch (mean),PyTorch (std),0.9968880000000002,0.0011862949942292693
LSTM,30,PyTorch,PyTorch (mean),PyTorch (std),0.9966400002,0.0012839383633527564
LSTM,31,PyTorch,PyTorch (mean),PyTorch (std),0.997096,0.0012374856465161312
LSTM,32,PyTorch,PyTorch (mean),PyTorch (std),0.9969386667,0.001348964351262767
LSTM,33,PyTorch,PyTorch (mean),PyTorch (std),0.9963040001000001,0.00121561402339176
LSTM,34,PyTorch,PyTorch (mean),PyTorch (std),0.9972773334999999,0.0010891269714776324
LSTM,35,PyTorch,PyTorch (mean),PyTorch (std),0.9978800000000001,0.0011286806976879753
LSTM,36,PyTorch,PyTorch (mean),PyTorch (std),0.9980026666,0.0012046988265030513
LSTM,37,PyTorch,PyTorch (mean),PyTorch (std),0.9977733333,0.0008774305189333122
LSTM,38,PyTorch,PyTorch (mean),PyTorch (std),0.9968133333999999,0.001366273168066269
LSTM,39,PyTorch,PyTorch (mean),PyTorch (std),0.9980586667000001,0.0007802723898172904
LSTM,40,PyTorch,PyTorch (mean),PyTorch (std),0.9980479999,0.0008826465419659654
LSTM,41,PyTorch,PyTorch (mean),PyTorch (std),0.9971866666,0.0013673655786869332
LSTM,42,PyTorch,PyTorch (mean),PyTorch (std),0.9973893333000001,0.001156020824956637
LSTM,43,PyTorch,PyTorch (mean),PyTorch (std),0.9976426668,0.000982419681851359
LSTM,44,PyTorch,PyTorch (mean),PyTorch (std),0.9973359998,0.0012180828795739416
LSTM,45,PyTorch,PyTorch (mean),PyTorch (std),0.9981146665,0.000982698273123583
LSTM,46,PyTorch,PyTorch (mean),PyTorch (std),0.9984000001,0.0009160300684051056
LSTM,47,PyTorch,PyTorch (mean),PyTorch (std),0.9981973333,0.0013760721656786705
LSTM,48,PyTorch,PyTorch (mean),PyTorch (std),0.9979120001,0.0014372344170663826
LSTM,49,PyTorch,PyTorch (mean),PyTorch (std),0.9975280001,0.0014297933943056606
LSTM,50,PyTorch,PyTorch (mean),PyTorch (std),0.9980853332999999,0.000990464699197093
GRU,1,PyTorch,PyTorch (mean),PyTorch (std),0.7505226666666667,0.0071946272303095235
GRU,2,PyTorch,PyTorch (mean),PyTorch (std),0.8453519999666668,0.005017360670790956
GRU,3,PyTorch,PyTorch (mean),PyTorch (std),0.8672773333333333,0.0055692162281200525
GRU,4,PyTorch,PyTorch (mean),PyTorch (std),0.8825813333333332,0.00577886785682687
GRU,5,PyTorch,PyTorch (mean),PyTorch (std),0.9003520000666667,0.009685631339908735
GRU,6,PyTorch,PyTorch (mean),PyTorch (std),0.9240640000666668,0.012005226634517712
GRU,7,PyTorch,PyTorch (mean),PyTorch (std),0.9490719999666668,0.016974387287057576
GRU,8,PyTorch,PyTorch (mean),PyTorch (std),0.9700159999333332,0.01865910789594068
GRU,9,PyTorch,PyTorch (mean),PyTorch (std),0.9804026666666665,0.014877908920753026
GRU,10,PyTorch,PyTorch (mean),PyTorch (std),0.9872426666333333,0.009666659048603905
GRU,11,PyTorch,PyTorch (mean),PyTorch (std),0.9901546667,0.005741907391211093
GRU,12,PyTorch,PyTorch (mean),PyTorch (std),0.9919413333000001,0.003597031765170331
GRU,13,PyTorch,PyTorch (mean),PyTorch (std),0.9929013333000001,0.002320943857351503
GRU,14,PyTorch,PyTorch (mean),PyTorch (std),0.9943599999666667,0.001673181905764527
GRU,15,PyTorch,PyTorch (mean),PyTorch (std),0.9949360000333334,0.0016690627240194245
GRU,16,PyTorch,PyTorch (mean),PyTorch (std),0.9940640000000001,0.0016452792827426968
GRU,17,PyTorch,PyTorch (mean),PyTorch (std),0.9953733333999999,0.0008727987615837545
GRU,18,PyTorch,PyTorch (mean),PyTorch (std),0.9962799999333333,0.0008520198870918557
GRU,19,PyTorch,PyTorch (mean),PyTorch (std),0.9954693333666667,0.0020071853291612133
GRU,20,PyTorch,PyTorch (mean),PyTorch (std),0.9958240000666665,0.0011419561651053575
GRU,21,PyTorch,PyTorch (mean),PyTorch (std),0.9961093333,0.0010169375666185063
GRU,22,PyTorch,PyTorch (mean),PyTorch (std),0.9955786666333333,0.0011836395368710574
GRU,23,PyTorch,PyTorch (mean),PyTorch (std),0.9961466666333333,0.001250507430872257
GRU,24,PyTorch,PyTorch (mean),PyTorch (std),0.9964826665666667,0.0010066057988662393
GRU,25,PyTorch,PyTorch (mean),PyTorch (std),0.9962880000333332,0.0009823183645053376
GRU,26,PyTorch,PyTorch (mean),PyTorch (std),0.9964773333,0.0011132143049346617
GRU,27,PyTorch,PyTorch (mean),PyTorch (std),0.9970560000333334,0.0012017883018605592
GRU,28,PyTorch,PyTorch (mean),PyTorch (std),0.9963813333333332,0.0012548105401037975
GRU,29,PyTorch,PyTorch (mean),PyTorch (std),0.9963626667333333,0.0007298292461482369
GRU,30,PyTorch,PyTorch (mean),PyTorch (std),0.9966693333666667,0.0010246005547095433
GRU,31,PyTorch,PyTorch (mean),PyTorch (std),0.9967573333,0.0010508290867691338
GRU,32,PyTorch,PyTorch (mean),PyTorch (std),0.9973013332666666,0.0006921837284677874
GRU,33,PyTorch,PyTorch (mean),PyTorch (std),0.9968426666666665,0.0012788439223680762
GRU,34,PyTorch,PyTorch (mean),PyTorch (std),0.9971919999666665,0.0006215164332502248
GRU,35,PyTorch,PyTorch (mean),PyTorch (std),0.9970053332666667,0.0011172696946077935
GRU,36,PyTorch,PyTorch (mean),PyTorch (std),0.9965680000000001,0.0014588910211374567
GRU,37,PyTorch,PyTorch (mean),PyTorch (std),0.996952,0.0014391132788398942
GRU,38,PyTorch,PyTorch (mean),PyTorch (std),0.9972266665999999,0.0013267035298061298
GRU,39,PyTorch,PyTorch (mean),PyTorch (std),0.9972213333666666,0.001451695679893789
GRU,40,PyTorch,PyTorch (mean),PyTorch (std),0.9974426666666668,0.00046776252284444383
GRU,41,PyTorch,PyTorch (mean),PyTorch (std),0.9969386666333333,0.0013483315946919354
GRU,42,PyTorch,PyTorch (mean),PyTorch (std),0.9968399999666667,0.001268798209680685
GRU,43,PyTorch,PyTorch (mean),PyTorch (std),0.9975040000666666,0.0009704761472368116
GRU,44,PyTorch,PyTorch (mean),PyTorch (std),0.9971946667666666,0.0010400546589055314
GRU,45,PyTorch,PyTorch (mean),PyTorch (std),0.9974133333000001,0.00143138162439887
GRU,46,PyTorch,PyTorch (mean),PyTorch (std),0.997208,0.0016730883592260975
GRU,47,PyTorch,PyTorch (mean),PyTorch (std),0.9978479999666666,0.0012733744700510836
GRU,48,PyTorch,PyTorch (mean),PyTorch (std),0.9969759999333332,0.002052508996954153
GRU,49,PyTorch,PyTorch (mean),PyTorch (std),0.9975466667333333,0.0014900917448264555
GRU,50,PyTorch,PyTorch (mean),PyTorch (std),0.9974346666333334,0.0010981876057496636
GRU,51,PyTorch,PyTorch (mean),PyTorch (std),nan,nan
